timestamp,altitude,velocity,accel_z,gyro_z,battery
1779367038505,80.00324002687259,0.2699901843312732,10.309271138543147,-1.0797857822345793,8.2
1779367038606,80.14206557972139,1.7846912379881346,10.278337267182591,-7.088056312882845,8.2
1779367038679,80.3700002859691,2.8719331582176726,10.22879084067734,-11.275209414905753,8.2
1779367038746,80.6714121505807,3.853985159266325,10.165618596868416,-14.898418144247488,8.2
1779367038812,81.04782458507528,4.791499135039221,10.09042100129249,-18.16186642154468,8.2
1779367038871,81.4613351667209,5.628394285862467,10.01245192404657,-20.86858304302951,8.2
1779367038937,81.99750290610245,6.534480112535234,9.918419479584646,-23.527391847209362,8.2
1779367039000,82.57729003548532,7.365640660490812,9.825466475975832,-25.66588418611355,8.2
1779367039060,83.20063260277486,8.139530451281573,9.735321540895017,-27.34779249839618,8.2
1779367039125,83.94366820512538,8.94339100829519,9.640629056104265,-28.719610680097176,8.2
1779367039183,84.65544500264606,9.620621365713022,9.562398043511834,-29.524830730980366,8.2
1779367039239,85.40585280664574,10.256393765867438,9.492537555247898,-29.93666405841407,8.2
1779367039303,86.30360222511023,10.9306855684123,9.425101473977042,-29.942203499444393,8.2
1779367039369,87.29133581136307,11.582337552454907,9.369994792897002,-29.43920769471769,8.2
1779367039435,88.34544957241636,12.190014071408484,9.331663876682667,-28.413826741636868,8.2
1779367039498,89.38584745953662,12.713324438925222,9.31288679989072,-26.98823297823067,8.2
1779367039561,90.47520255010117,13.189731095263108,9.31166679399286,-25.125903420202647,8.2
1779367039621,91.5402146320104,13.592020369843713,9.326878541237978,-22.99711500924407,8.2
1779367039685,92.71916004057158,13.970738002532993,9.360427377930524,-20.343741502309474,8.2
1779367039744,93.84162696613939,14.271190328294198,9.406511956533851,-17.577462735771892,8.2
1779367039816,95.2142935685134,14.564239435953757,9.47847375954649,-13.940034867670942,8.2
1779367039898,96.8178968001857,14.808924617083916,9.57939768563819,-9.424705281966315,8.2
1779367039976,98.38337309756307,14.950916897311128,9.689809123149825,-4.8340108944584195,8.2
1779367040049,99.82869113447039,14.999449738768167,9.797152853584059,-0.5139077436633674,8.2
1779367040114,101.12286854607282,14.976340708042974,9.893861085788824,3.363292383266303,8.2
1779367040170,102.24699245496666,14.905031080489874,9.975687956940233,6.698298475780852,8.2
1779367040233,103.48928231678433,14.769952987873696,10.061075591250725,10.30730715606471,8.2
1779367040295,104.7180168206468,14.57665697168088,10.137595782116644,13.754582556237759,8.2
1779367040354,105.84255668861611,14.345689208919964,10.198332299145356,16.76310048807668,8.2
1779367040421,107.12015205142437,14.017245879811268,10.25376970046365,19.9609844012916,8.2
1779367040496,108.49068385056584,13.58117858873923,10.293774364796443,23.062698743011776,8.2
1779367040561,109.65685029263022,13.135608050808756,10.309126970746208,25.36972008986568,8.2
1779367040621,110.69149589188132,12.676817523399166,10.306331102596749,27.106828494710275,8.2
1779367040680,111.6623069567404,12.185840574260975,10.288127203318341,28.423002660586633,8.2
1779367040739,112.60131502066757,11.648126828349593,10.254847976271515,29.35634311294453,8.2
1779367040798,113.49965617561911,11.067501830417227,10.207427313797252,29.88149388673355,8.2
1779367040857,114.33815995295004,10.457516801542134,10.148442206191875,29.98830972223473,8.2
1779367040914,115.11503278071172,9.822875267526344,10.080316329896256,29.694616333900612,8.2
1779367040975,115.88379433894269,9.115048328806154,9.999434409578978,28.95631060885604,8.2
1779367041036,116.59528888862823,8.371706368502307,9.912045919037922,27.7861771352129,8.2
1779367041094,117.21764404488499,7.632064767695261,9.825292663692203,26.281234899536983,8.2
1779367041163,117.87408618034397,6.729846715187554,9.72293975307944,24.057972033553416,8.2
1779367041225,118.39369585718946,5.889861916987649,9.6337515004093,21.667265748382736,8.2
1779367041285,118.83667522710655,5.041186600745598,9.551841692889106,18.991838951497225,8.2
1779367041347,119.21310740109121,4.1661473205709365,9.477884646288095,16.008927183779555,8.2
1779367041413,119.53718463260799,3.2082486429756267,9.410945413887962,12.536029217025764,8.2
1779367041484,119.79162654762042,2.159624785057245,9.35623494615174,8.548497445767605,8.2
1779367041547,119.93438333871444,1.2140646643264539,9.324699207531852,4.84032608333424,8.2
1779367041588,119.98371950992521,0.6051131576879558,9.3136591067389,2.4184823230002497,8.2
1779367041633,119.99977653943742,-0.07090722508856043,9.310050279568088,-0.2836257313605599,8.2
1779367041698,119.95140150301087,-1.045053903840064,9.320899288063849,-4.170058005560405,8.2
1779367041749,119.85351669215534,-1.8121271097246525,9.342637584931722,-7.195419164245119,8.2
1779367041809,119.67352789045123,-2.6991978333008966,9.381866040101874,-10.62054877105814,8.2
1779367041872,119.40959529112315,-3.617738379441017,9.437663844175194,-14.043767562822776,8.2
1779367041933,119.07918230717596,-4.4990500553304225,9.504660688466306,-17.16763924295183,8.2
1779367041994,118.67361829748873,-5.3715908788577575,9.582629716405046,-20.06140754441236,8.2
1779367042051,118.23989688720988,-6.153024936441626,9.66091671185479,-22.446108077025286,8.2
1779367042111,117.71570194519026,-6.961434574239332,9.748676793458628,-24.665340005633304,8.2
1779367042167,117.1663068159846,-7.6968386070813475,9.832822219955194,-26.425258608454783,8.2
1779367042210,116.70854290088879,-8.244018085718384,9.896987156100161,-27.549105972185743,8.2
1779367042272,115.99110670928133,-9.008886431988284,9.987039566102492,-28.81241285314426,8.2
1779367042330,115.26950550433213,-9.68755585428588,10.065161738998295,-29.584837488108633,8.2
1779367042394,114.41563925262464,-10.397427880381308,10.142241995805783,-29.977113895751724,8.2
1779367042455,113.5391377039337,-11.04034009922613,10.204976272641929,-29.895336980336737,8.2
1779367042518,112.59686612663941,-11.65083332343582,10.255044016996713,-29.352797527822073,8.2
1779367042569,111.7744155494788,-12.12504702623284,10.284989161673145,-28.55306844876754,8.2
1779367042633,110.7265392495753,-12.660154524989728,10.305945162618595,-27.159928883598116,8.2
1779367042698,109.6096912211787,-13.155047775717144,10.308872307930653,-25.28318942489908,8.2
1779367042751,108.66145720826245,-13.520383757647531,10.297161893351424,-23.421245071230143,8.2
1779367042815,107.49519131220482,-13.906830526626665,10.26687323802415,-20.846871068695386,8.2
1779367042872,106.42100152157965,-14.205933300778863,10.22539176160167,-18.243263867952052,8.2
1779367042936,105.19880776804999,-14.484369981375114,10.164782839524154,-15.060291034896599,8.2
1779367042992,104.11367636821188,-14.67927748698513,10.101122380088013,-12.07715938012709,8.2
1779367043059,102.79852347533642,-14.85242908841412,10.014410155622167,-8.31297429393931,8.2
1779367043114,101.70004560751647,-14.945711350566581,9.936275187051766,-5.081678186547937,8.2
1779367043180,100.37039139154915,-14.99742747097314,9.837766888938193,-1.1109836061262401,8.2
1779367043239,99.20653738006133,-14.98819067140202,9.750615191134726,2.378513807654192,8.2
1779367043295,98.08892989626445,-14.931364429296712,9.668414639494607,5.706976833761867,8.2
1779367043359,96.81451045047459,-14.808515090499409,9.579169559580484,9.434474012955055,8.2
1779367043416,95.69760898817722,-14.64881583147696,9.507230599910285,12.604986713438727,8.2
1779367043472,94.61376892119414,-14.445796605092761,9.445098472938975,15.561679726491773,8.2
1779367043536,93.3937777205218,-14.158081713166364,9.386610739205016,18.706286969638498,8.2
1779367043594,92.30087531462947,-13.844022427820752,9.346660069578377,21.317370963771598,8.2
1779367043661,91.08218985920769,-13.426312693352921,9.318466664109488,23.946661498046243,8.2
1779367043719,90.05898031177883,-13.015820056823134,9.310026040002072,25.87810468864457,8.2
1779367043780,89.0239923888495,-12.53930149639449,9.317376824605851,27.526293732587344,8.2
1779367043839,88.05393685377959,-12.030233210952908,9.340246268087531,28.74278512036029,8.2
1779367043897,87.14212833098101,-11.489332621195166,9.377091095616287,29.545672881200197,8.2
1779367043956,86.27105583077315,-10.907694612016643,9.427250449746408,29.950226068670588,8.2
1779367044016,85.42374756623862,-10.270697958529242,9.491024899524593,29.94165722288799,8.2
1779367044075,84.64166594757783,-9.608245730256531,9.563800064792467,29.513329516607765,8.2
1779367044142,83.81770269593648,-8.814757815965809,9.655729086800255,28.52860632825528,8.2
1779367044202,83.13981789306919,-8.068489379563921,9.743679144320085,27.207240053456974,8.2
1779367044260,82.54634238090617,-7.324311065891402,9.830203325535685,25.56720352796176,8.2
1779367044319,81.9985035512997,-6.536030573228649,9.91825154999571,23.531666230514425,8.2
1779367044379,81.50583673314304,-5.710151735776967,10.004346151347711,21.12089569599718,8.2
1779367044441,81.06800075066175,-4.836157047488132,10.08650466790215,18.311624318545434,8.2
1779367044501,80.71635496268908,-3.9786092629440404,10.156425783870983,15.344417753754021,8.2
1779367044561,80.43603484681151,-3.1150983869237208,10.21472318985148,12.188735258105872,8.2
1779367044625,80.21047233697155,-2.1704169223343452,10.263305771738606,8.59030514496812,8.2
1779367044674,80.09110248474343,-1.430082985859027,10.289626246843651,5.694275120755897,8.2
1779367044730,80.01551969206712,-0.590810957317725,10.306511667206097,2.36140998844541,8.2
1779367044790,80.00412029066021,0.3044618045132268,10.309073189235892,-1.217596323827002,8.2
1779367044846,80.05873337427221,1.1487212524888657,10.296836657102256,-4.58139135490409,8.2
1779367044898,80.16402305180544,1.9171294719620664,10.273497308277955,-7.605627202508789,8.2
1779367044948,80.31782080745202,2.6634845608229982,10.239997504365688,-10.484636080540644,8.2
1779367044980,80.44233853009553,3.1372848577385217,10.213387003122179,-12.271591036461485,8.2
1779367045031,80.67947983012019,3.876673052433365,10.163964171464345,-14.979867980313669,8.2
1779367045087,80.99776568638455,4.678647105561763,10.100187438031254,-17.78094971412066,8.2
1779367045128,81.26830025386245,5.256607874766723,10.048251288335502,-19.6930400786625,8.2
1779367045169,81.57592163343023,5.836201820760975,9.99169188351124,-21.50532794176349,8.2
1779367045228,82.0645125764396,6.637321645031971,9.907217888379666,-23.808719778119237,8.2
1779367045249,82.25056039897454,6.912925143553305,9.876749339185116,-24.540109460381924,8.2
1779367045308,82.83303349170222,7.696010931510397,9.787273989270362,-26.42343238174652,8.2
1779367045365,83.43652932736273,8.40707645933682,9.703780784457424,-27.85007287536892,8.2
1779367045416,84.03389302289524,9.033793679709055,9.630048291431727,-28.846903259865524,8.2
1779367045465,84.643309560242,9.609723359171841,9.563632286038324,-29.51470936770267,8.2
1779367045516,85.3107141100123,10.179709967565,9.500699070839223,-29.906533998143935,8.2
1779367045566,86.01858106439927,10.725784705923115,9.444665624170899,-29.99233787731404,8.2
1779367045622,86.83337748742724,11.290926845543703,9.393144495537449,-29.732674318469552,8.2
1779367045674,87.62698695157118,11.784992927794578,9.355574654347693,-29.163174254248734,8.2
1779367045731,88.54572166586382,12.296329662233685,9.326630924601833,-28.169116487903857,8.2
1779367045792,89.56755855567668,12.797649905346116,9.311422750277393,-26.702146652494637,8.2
1779367045848,90.5500551239853,13.219982215765631,9.312227598538161,-24.985620640175956,8.2
1779367045908,91.61450669805734,13.617891537302299,9.328497632928912,-22.838547654526014,8.2
1779367045967,92.69555096993882,13.9638041452382,9.359598394219859,-20.399579128929876,8.2
1779367046020,93.70024821710903,14.236436850704733,9.400022977771497,-17.937203686448353,8.2
1779367046071,94.68002042237813,14.459599656549917,9.448643207787057,-15.38495497468676,8.2
1779367046130,95.8261900886553,14.669726048514944,9.515142014210191,-12.245729595600647,8.2
1779367046192,97.034195012407,14.834158231468926,9.594086538044783,-8.799044093926868,8.2
1779367046250,98.18531678292392,14.938127232427266,9.675392615975863,-5.421593756646572,8.2
1779367046310,99.39757505889902,14.993193784416512,9.76487290552401,-1.8064547764985202,8.2
1779367046372,100.62190625094482,14.992746357687693,9.856582598175658,1.8648165357352167,8.2
1779367046433,101.85642714552962,14.935241679246579,9.94763257460404,5.545237615679747,8.2
1779367046496,103.08743285834633,14.82019278110703,10.034199818798085,9.151270031883405,8.2
1779367046552,104.19165698921117,14.66686338562879,10.105962240946619,12.295692084035245,8.2
1779367046615,105.41208655061308,14.440359830432849,10.1762755663496,15.630495444859786,8.2
1779367046678,106.61489614443731,14.155803449876961,10.233755391313169,18.727833932400692,8.2
1779367046731,107.61308923719216,13.87076027656501,10.270669597215788,21.119867154637905,8.2
1779367046793,108.74874264956624,13.488734926006186,10.298747393864224,23.60189410716881,8.2
1779367046848,109.72728572314391,13.106342005263347,10.30944727817765,25.497826694087877,8.2
1779367046880,110.27691187294656,12.868240315795932,10.309419578711683,26.449154337066535,8.2
1779367046938,111.25264958658511,12.400607080738363,10.29774007230586,27.907937228094973,8.2
1779367046991,112.11217112531551,11.9364405175906,10.274184758767989,28.91524203524142,8.2
1779367047053,113.0726460449267,11.352184064246632,10.231939080172094,29.680616821750707,8.2
1779367047115,113.98760762087346,10.721244964439597,10.174890557775655,29.992913553969316,8.2
1779367047171,114.76931929436546,10.114361288008245,10.112280922040092,29.876446264232655,8.2
1779367047234,115.59058960589375,9.395483095833137,10.031906983334519,29.29622421924931,8.2
1779367047291,116.2714449324154,8.721957629677943,9.953351640311359,28.383770654833015,8.2
1779367047354,116.97152122074628,7.936101085718306,9.860776531962514,26.937541597251165,8.2
1779367047420,117.62998014987217,7.082788112900973,9.762327770467813,24.973882767238933,8.2
1779367047474,118.1174430251278,6.353268470250334,9.682082732659403,23.020995906620254,8.2
1779367047538,118.62225636025317,5.470969478055813,9.592173456397225,20.376359231895165,8.2
1779367047592,118.99045458269842,4.705473625751033,9.522117022331056,17.87181663598205,8.2
1779367047656,119.35060434599137,3.7913305959459658,9.449856683653422,14.67290766140042,8.2
1779367047713,119.60854480171963,2.953226380064997,9.395793925172464,11.581694356624952,8.2
1779367047777,119.8198536309456,2.00874056362174,9.350047697376585,7.962588790705213,8.2
1779367047831,119.9354682321733,1.204002628632962,9.324457221249272,4.800471230913113,8.2
1779367047898,119.99819371362932,0.20159267865740169,9.31040636549482,0.806297887808029,8.2
1779367047956,119.98029137236132,-0.6657519282686076,9.314428648344709,-2.660383501703635,8.2
